Year,County,Acres Burned
2017,Santa Clara,100.0
2017,San Bernardino,100.0
2017,San Bernardino,99.0
2017,Riverside,92.0
2017,Fresno,91.0
2017,Butte,91.0
2017,Madera,90.0
2017,Lake,87.0
2017,Ventura,86.0
2017,Riverside,85.0
2017,Humboldt,85.0
2017,San Bernardino,85.0
2017,Santa Clara,85.0
2017,Monterey,82.0
2017,San Diego,81.0
2017,El Dorado,80.0
2017,Plumas,79.0
2017,Tulare,79.0
2017,Santa Clara,78.0
2017,Tehama,78.0
2017,Nevada,76.0
2017,Fresno,76.0
2017,San Luis Obispo,74.0
2017,El Dorado,74.0
2017,San Bernardino,74.0
2017,San Luis Obispo,73.0
2017,Riverside,72.0
2017,San Luis Obispo,70.0
2017,Colusa,70.0
2017,Santa Clara,70.0
2017,Fresno,70.0
2017,Fresno,69.0
2017,Sacramento,68.0
2017,Lassen,67.0
2017,Stanislaus,65.0
2017,Riverside,63.0
2017,Mariposa,63.0
2017,San Diego,62.0
2017,Lake,62.0
2017,Stanislaus,62.0
2017,Tehama,60.0
2017,Tulare,59.0
2017,Calaveras,59.0
2017,Fresno,58.0
2017,Lake,58.0
2017,Tulare,58.0
2017,San Luis Obispo,58.0
2017,Tehama,57.0
2017,Fresno,57.0
2017,Siskiyou,56.0
2017,Solano,55.0
2017,Siskiyou,55.0
2017,Los Angeles,55.0
2017,Siskiyou,54.0
2017,Siskiyou,54.0
2017,Santa Clara,54.0
2017,Santa Clara,51.0
2017,Kern,50.0
2017,Riverside,50.0
2017,Los Angeles,50.0
2017,San Mateo,50.0
2017,Kern,50.0
2017,Santa Barbara,50.0
2017,Yuba,50.0
2017,Ventura,50.0
2017,Riverside,50.0
2017,San Diego,50.0
2017,Madera,48.0
2017,Riverside,48.0
2017,San Benito,47.0
2017,San Luis Obispo,47.0
2017,Riverside,46.0
2017,San Bernardino,46.0
2017,Siskiyou,46.0
2017,Riverside,45.0
2017,San Luis Obispo,45.0
2017,Shasta,45.0
2017,Alameda,44.0
2017,Tehama,43.0
2017,Monterey,43.0
2017,Monterey,42.0
2017,Tehama,42.0
2017,Modoc,42.0
2017,Siskiyou,41.0
2017,Los Angeles,41.0
2017,Kern,41.0
2017,Riverside,40.0
2017,Riverside,40.0
2017,San Bernardino,40.0
2017,Shasta,40.0
2017,Kern,40.0
2017,Del Norte,40.0
2017,Humboldt,40.0
2017,Tehama,40.0
2017,Lake,40.0
2017,Monterey,40.0
2017,Tuolumne,39.0
2017,Yuba,39.0
2017,Solano,39.0
2017,Marin,38.0
2017,Tuolumne,38.0
2017,Shasta,37.0
2017,Mariposa,36.0
2017,San Diego,36.0
2017,Riverside,35.0
2017,Marin,35.0
2017,Riverside,35.0
2017,Sacramento,35.0
2017,Kern,35.0
2017,Riverside,35.0
2017,San Bernardino,34.0
2017,Riverside,34.0
2017,Humboldt,34.0
2017,San Benito,34.0
2017,Riverside,33.0
2017,Riverside,33.0
2017,Kern,33.0
2017,Trinity,32.0
2017,Trinity,32.0
2017,Riverside,32.0
2017,Monterey,32.0
2017,Monterey,32.0
2017,Monterey,31.0
2017,Fresno,31.0
2017,Kern,31.0
2017,Los Angeles,30.0
2017,Humboldt,30.0
2017,Riverside,30.0
2017,El Dorado,29.0
2017,Tehama,29.0
2017,Butte,28.0
2017,Modoc,28.0
2017,Del Norte,28.0
2017,Riverside,28.0
2017,Modoc,27.0
2017,Riverside,27.0
2017,Yuba,26.0
2017,Riverside,26.0
2017,Riverside,26.0
2017,San Diego,25.0
2017,San Luis Obispo,25.0
2017,San Diego,25.0
2017,Shasta,25.0
2017,San Diego,25.0
2017,Madera,25.0
2017,Los Angeles,25.0
2017,San Diego,25.0
2017,Riverside,23.0
2017,Alameda,22.0
2017,Calaveras,22.0
2017,Napa,22.0
2017,San Luis Obispo,21.0
2017,Lake,21.0
2017,Tulare,21.0
2017,Butte,21.0
2017,Shasta,21.0
2017,San Benito,21.0
2017,Humboldt,20.0
2017,Sonoma,20.0
2017,Tehama,20.0
2017,Tuolumne,20.0
2017,San Bernardino,20.0
2017,Mendocino,20.0
2017,Riverside,20.0
2017,Contra Costa,20.0
2017,Kings,20.0
2017,Monterey,20.0
2017,Riverside,19.0
2017,Nevada,19.0
2017,Riverside,19.0
2017,Humboldt,19.0
2017,Stanislaus,19.0
2017,Siskiyou,19.0
2017,Kern,19.0
2017,Sonoma,18.0
2017,Butte,18.0
2017,Fresno,18.0
2017,Monterey,18.0
2017,Mariposa,17.0
2017,Shasta,17.0
2017,Shasta,17.0
2017,San Luis Obispo,17.0
2017,Monterey,17.0
2017,Riverside,17.0
2017,Kern,16.0
2017,San Bernardino,16.0
2017,Fresno,16.0
2017,Tehama,15.0
2017,Nevada,15.0
2017,Modoc,15.0
2017,Monterey,15.0
2017,Calaveras,15.0
2017,Riverside,15.0
2017,Santa Barbara,14.0
2017,Santa Barbara,14.0
2017,Butte,14.0
2017,Monterey,14.0
2017,Riverside,14.0
2017,Stanislaus,13.0
2017,El Dorado,13.0
2017,El Dorado,13.0
2017,San Bernardino,13.0
2017,Butte,12.0
2017,San Diego,12.0
2017,San Luis Obispo,12.0
2017,Riverside,12.0
2017,Merced,12.0
2017,Sonoma,11.0
2017,Riverside,11.0
2017,Tehama,10.0
2017,Mariposa,10.0
2017,Fresno,10.0
2017,Amador,10.0
2017,Los Angeles,10.0
2017,Nevada,10.0
2017,Shasta,10.0
2017,Riverside,10.0
2017,Butte,10.0
2017,Riverside,10.0
2017,Nevada,10.0
2017,Riverside,10.0
2017,Riverside,10.0
2017,Kern,10.0
2017,Riverside,10.0
2017,Yuba,10.0
2017,Kern,10.0
2017,Riverside,10.0
2017,Monterey,10.0
2017,Sonoma,0.0
2017,Napa,0.0
2017,Mariposa,0.0
2017,Siskiyou,0.0
2017,Modoc,0.0
2017,Glenn,0.0
2017,Lassen,0.0
2017,Siskiyou,0.0
2017,San Diego,0.0
2017,Siskiyou,0.0
2017,Tulare,0.0
2017,San Luis Obispo,0.0
2017,Butte,0.0
2018,Colusa,410203.0
2018,Glenn,410203.0
2018,Lake,410203.0
2018,Mendocino,410203.0
2018,Shasta,229651.0
2018,Trinity,229651.0
2018,Butte,153336.0
2018,Los Angeles,96949.0
2018,Ventura,96949.0
2018,Mariposa,96901.0
2018,Napa,90288.0
2018,Yolo,90288.0
2018,Shasta,63311.0
2018,Trinity,63311.0
2018,Colusa,48920.0
2018,Lake,48920.0
2018,Mendocino,48920.0
2018,Shasta,46150.0
2018,Modoc,39387.0
2018,Siskiyou,38008.0
2018,Tuolumne,36450.0
2018,Orange,23136.0
2018,Lassen,18703.0
2018,Lake,15185.0
2018,Riverside,13139.0
2018,San Joaquin,12300.0
2018,Mono,6974.0
2018,Merced,4564.0
2018,Ventura,4531.0
2018,Solano,4500.0
2018,Madera,4064.0
2018,Tehama,3889.0
2018,Tehama,3716.0
2018,Humboldt,3674.0
2018,Los Angeles,3380.0
2018,Kings,2995.0
2018,Tehama,2956.0
2018,Kern,2950.0
2018,Inyo,2883.0
2018,Napa,2490.0
2018,Glenn,2290.0
2018,Monterey,2225.0
2018,Solano,2162.0
2018,Modoc,2100.0
2018,Inyo,2070.0
2018,Shasta,1900.0
2018,Merced,1756.0
2018,Trinity,1751.0
2018,Shasta,1678.0
2018,Solano,1500.0
2018,San Luis Obispo,1500.0
2018,Los Angeles,1352.0
2018,San Bernardino,1350.0
2018,San Benito,1314.0
2018,Inyo,1265.0
2018,Riverside,1261.0
2018,Sutter,1200.0
2018,Placer,1120.0
2018,Santa Barbara,1014.0
2018,Kern,993.0
2018,Mendocino,972.0
2018,Butte,962.0
2018,Tehama,856.0
2018,Amador,825.0
2018,Yolo,822.0
2018,Placer,700.0
2018,Tulare,668.0
2018,Monterey,650.0
2018,Lassen,646.0
2018,Alameda,640.0
2018,Tuolumne,573.0
2018,Butte,550.0
2018,San Benito,513.0
2018,San Diego,504.0
2018,Alameda,484.0
2018,Lassen,441.0
2018,Monterey,400.0
2018,Monterey,375.0
2018,Kern,367.0
2018,San Diego,365.0
2018,Madera,360.0
2018,Butte,347.0
2018,Inyo,338.0
2018,Shasta,328.0
2018,Santa Clara,320.0
2018,El Dorado,316.0
2018,Trinity,300.0
2018,Madera,300.0
2018,San Diego,300.0
2018,Kern,293.0
2018,Calaveras,290.0
2018,Madera,289.0
2018,Riverside,282.0
2018,San Benito,278.0
2018,Contra Costa,268.0
2018,Tehama,268.0
2018,San Diego,265.0
2018,Tehama,261.0
2018,San Luis Obispo,260.0
2018,Santa Barbara,258.0
2018,San Diego,250.0
2018,Contra Costa,247.0
2018,Siskiyou,224.0
2018,Siskiyou,215.0
2018,San Benito,215.0
2018,San Diego,207.0
2018,Riverside,205.0
2018,Kern,200.0
2018,Merced,200.0
2018,Butte,191.0
2018,Ventura,186.0
2018,Merced,185.0
2018,Los Angeles,175.0
2018,Orange,175.0
2018,Santa Barbara,172.0
2018,Tehama,170.0
2018,Monterey,167.0
2018,Lassen,167.0
2018,Los Angeles,166.0
2018,Tuolumne,163.0
2018,Solano,160.0
2018,Shasta,155.0
2018,Orange,155.0
2018,Riverside,154.0
2018,Marin,152.0
2018,Ventura,150.0
2018,Monterey,150.0
2018,El Dorado,150.0
2018,San Bernardino,147.0
2018,Calaveras,136.0
2018,Napa,135.0
2018,Los Angeles,128.0
2018,Glenn,127.0
2018,Siskiyou,127.0
2018,San Bernardino,125.0
2018,Tulare,120.0
2018,Plumas,117.0
2018,San Benito,116.0
2018,Santa Clara,116.0
2018,Mariposa,115.0
2018,Kern,114.0
2018,Santa Barbara,113.0
2018,Santa Barbara,110.0
2018,Fresno,108.0
2018,Mendocino,106.0
2018,Lake,103.0
2018,Tehama,103.0
2018,San Diego,100.0
2018,Tulare,100.0
2018,San Bernardino,100.0
2018,San Luis Obispo,100.0
2018,Monterey,96.0
2018,Kern,95.0
2018,Mendocino,90.0
2018,Lassen,89.0
2018,Lassen,88.0
2018,Madera,88.0
2018,Merced,88.0
2018,San Luis Obispo,80.0
2018,Lake,80.0
2018,Calaveras,80.0
2018,Santa Barbara,77.0
2018,Shasta,76.0
2018,Fresno,76.0
2018,Colusa,75.0
2018,Glenn,75.0
2018,Riverside,73.0
2018,Santa Clara,70.0
2018,Santa Clara,70.0
2018,Tehama,70.0
2018,Riverside,70.0
2018,Merced,68.0
2018,El Dorado,67.0
2018,Mendocino,67.0
2018,El Dorado,66.0
2018,San Benito,64.0
2018,Santa Clara,63.0
2018,Shasta,63.0
2018,Riverside,63.0
2018,Siskiyou,63.0
2018,Stanislaus,63.0
2018,Kern,62.0
2018,Los Angeles,62.0
2018,San Joaquin,62.0
2018,Tehama,60.0
2018,Lake,60.0
2018,Madera,60.0
2018,San Luis Obispo,60.0
2018,San Luis Obispo,60.0
2018,Santa Barbara,60.0
2018,San Diego,59.0
2018,San Luis Obispo,58.0
2018,Lassen,56.0
2018,Contra Costa,56.0
2018,Madera,56.0
2018,San Bernardino,53.0
2018,Lassen,53.0
2018,Mariposa,53.0
2018,Modoc,52.0
2018,San Luis Obispo,51.0
2018,Shasta,51.0
2018,Santa Clara,51.0
2018,Lake,50.0
2018,Tehama,50.0
2018,Monterey,50.0
2018,Alameda,48.0
2018,Contra Costa,45.0
2018,Marin,45.0
2018,Butte,43.0
2018,Riverside,40.0
2018,Mariposa,40.0
2018,Contra Costa,40.0
2018,Butte,40.0
2018,San Benito,39.0
2018,Shasta,38.0
2018,San Diego,38.0
2018,San Luis Obispo,37.0
2018,Siskiyou,37.0
2018,Lake,36.0
2018,Riverside,36.0
2018,Mendocino,35.0
2018,Riverside,35.0
2018,Shasta,35.0
2018,San Benito,35.0
2018,Kern,34.0
2018,Alameda,34.0
2018,Tulare,34.0
2018,Butte,33.0
2018,Tehama,33.0
2018,San Bernardino,33.0
2018,Tulare,33.0
2018,Fresno,32.0
2018,Riverside,32.0
2018,Lassen,32.0
2018,Lake,32.0
2018,Shasta,31.0
2018,Santa Clara,30.0
2018,Contra Costa,30.0
2018,Alameda,30.0
2018,Riverside,30.0
2018,San Luis Obispo,30.0
2018,Sacramento,30.0
2018,Fresno,30.0
2018,San Diego,28.0
2018,Siskiyou,27.0
2018,Tulare,26.0
2018,Riverside,25.0
2018,Contra Costa,25.0
2018,San Luis Obispo,25.0
2018,Lake,24.0
2018,Riverside,23.0
2018,Contra Costa,23.0
2018,Tehama,23.0
2018,Mariposa,22.0
2018,Riverside,21.0
2018,Contra Costa,20.0
2018,Alameda,20.0
2018,Santa Clara,20.0
2018,Alameda,20.0
2018,Riverside,20.0
2018,Butte,20.0
2018,Los Angeles,20.0
2018,Plumas,20.0
2018,San Diego,18.0
2018,Riverside,18.0
2018,Santa Cruz,17.0
2018,Amador,17.0
2018,Riverside,17.0
2018,Nevada,16.0
2018,Humboldt,16.0
2018,Santa Clara,16.0
2018,Siskiyou,15.0
2018,Modoc,15.0
2018,Riverside,15.0
2018,Riverside,15.0
2018,San Diego,14.0
2018,San Luis Obispo,14.0
2018,Lassen,14.0
2018,Yolo,14.0
2018,Shasta,13.0
2018,San Diego,13.0
2018,Fresno,13.0
2018,Shasta,12.0
2018,El Dorado,12.0
2018,San Bernardino,12.0
2018,Madera,12.0
2018,Marin,12.0
2018,San Diego,12.0
2018,Siskiyou,12.0
2018,San Luis Obispo,12.0
2018,Napa,12.0
2018,Alameda,12.0
2018,San Diego,12.0
2018,Butte,11.0
2018,Madera,11.0
2018,Riverside,11.0
2018,Shasta,11.0
2018,Santa Cruz,10.0
2018,Humboldt,10.0
2018,Butte,10.0
2018,Riverside,10.0
2018,Napa,10.0
2018,Siskiyou,10.0
2018,San Diego,10.0
2018,Butte,10.0
2018,San Luis Obispo,10.0
2018,Monterey,10.0
2018,Sonoma,10.0
2018,San Diego,10.0
2018,Tehama,10.0
2018,Riverside,10.0
2018,Riverside,10.0
2018,Butte,0.0
2018,Humboldt,0.0
2018,Santa Barbara,0.0
2018,Ventura,0.0
2019,Ventura,1806.0
2019,Mariposa,1300.0
2019,Riverside,1011.0
2019,Tehama,605.0
2019,Riverside,494.0
2019,Placer,355.0
2019,Monterey,289.0
2019,San Luis Obispo,289.0
2019,Mariposa,149.0
2019,Fresno,137.0
2019,Lassen,107.0
2019,Riverside,75.0
2019,Contra Costa,40.0
2019,San Diego,37.0
2019,Alameda,35.0
2019,Stanislaus,35.0
2019,Shasta,30.0
2019,Calaveras,27.0
2019,San Bernardino,26.0
2019,San Diego,25.0
2019,El Dorado,22.0
2019,Alameda,22.0
2019,Contra Costa,15.0
2019,Riverside,12.0
2019,Mendocino,10.0
2019,Santa Cruz,10.0
2019,Sonoma,77758.0
2019,Plumas,54612.0
2019,Modoc,14217.0
2019,Inyo,10296.0
2019,Ventura,9999.0
2019,Tehama,8838.0
2019,Los Angeles,8799.0
2019,Modoc,5737.0
2019,Mariposa,5563.0
2019,Tehama,5332.0
2019,Mono,4840.0
2019,Los Angeles,4615.0
2019,El Dorado,3435.0
2019,Lassen,3380.0
2019,Santa Barbara,3126.0
2019,Monterey,2546.0
2019,Tehama,2534.0
2019,Yolo,2512.0
2019,Kern,2500.0
2019,Lassen,2438.0
2019,Stanislaus,2422.0
2019,Inyo,1975.0
2019,Riverside,1926.0
2019,Siskiyou,1872.0
2019,San Luis Obispo,1764.0
2019,Mexico,1507.0
2019,Sutter,1350.0
2019,State of Oregon,1301.0
2019,State of Nevada,1165.0
2019,San Luis Obispo,1127.0
2019,Lassen,1020.0
2019,San Luis Obispo,974.0
2019,San Luis Obispo,835.0
2019,Contra Costa,757.0
2019,Tulare,756.0
2019,Los Angeles,745.0
2019,Mendocino,703.0
2019,Placer,604.0
2019,Shasta,600.0
2019,Stanislaus,600.0
2019,Napa,526.0
2019,Riverside,525.0
2019,Riverside,520.0
2019,Butte,496.0
2019,San Diego,448.0
2019,Kern,448.0
2019,Mariposa,423.0
2019,Santa Barbara,420.0
2019,Tulare,381.0
2019,Riverside,350.0
2019,Riverside,328.0
2019,Monterey,316.0
2019,Butte,300.0
2019,San Joaquin,283.0
2019,Trinity,280.0
2019,Monterey,280.0
2019,Ventura,279.0
2019,Lassen,263.0
2019,Lassen,260.0
2019,Tulare,257.0
2019,Riverside,250.0
2019,Trinity,244.0
2019,Mariposa,244.0
2019,Alameda,240.0
2019,Siskiyou,227.0
2019,Mendocino,225.0
2019,San Luis Obispo,220.0
2019,Riverside,214.0
2019,Madera,213.0
2019,Merced,210.0
2019,Santa Clara,210.0
2019,Kern,208.0
2019,Siskiyou,207.0
2019,Stanislaus,202.0
2019,San Bernardino,200.0
2019,Contra Costa,200.0
2019,Ventura,200.0
2019,San Diego,200.0
2019,Santa Barbara,200.0
2019,Lassen,193.0
2019,Stanislaus,190.0
2019,Monterey,190.0
2019,Solano,183.0
2019,Kern,172.0
2019,Riverside,167.0
2019,San Benito,167.0
2019,Kings,161.0
2019,Shasta,156.0
2019,Los Angeles,156.0
2019,San Bernardino,156.0
2019,Tulare,155.0
2019,Contra Costa,150.0
2019,San Diego,150.0
2019,Placer,148.0
2019,San Bernardino,145.0
2019,Santa Clara,144.0
2019,Solano,140.0
2019,Alameda,139.0
2019,Lassen,131.0
2019,Ventura,131.0
2019,Lassen,130.0
2019,Mendocino,130.0
2019,Riverside,130.0
2019,Santa Clara,128.0
2019,Modoc,128.0
2019,Fresno,121.0
2019,San Diego,120.0
2019,San Luis Obispo,120.0
2019,Kern,115.0
2019,Los Angeles,105.0
2019,Modoc,103.0
2019,Santa Barbara,100.0
2019,San Diego,100.0
2019,Riverside,98.0
2019,San Diego,97.0
2019,Riverside,96.0
2019,San Luis Obispo,95.0
2019,Riverside,94.0
2019,Ventura,91.0
2019,Siskiyou,91.0
2019,San Joaquin,90.0
2019,Shasta,90.0
2019,El Dorado,85.0
2019,Sacramento,84.0
2019,Tuolumne,83.0
2019,Siskiyou,83.0
2019,Solano,81.0
2019,San Bernardino,81.0
2019,Riverside,81.0
2019,Butte,80.0
2019,Riverside,80.0
2019,San Diego,80.0
2019,Santa Clara,80.0
2019,Riverside,80.0
2019,Yuba,80.0
2019,Yuba,80.0
2019,Lake,75.0
2019,Santa Clara,74.0
2019,Yuba,70.0
2019,Tehama,68.0
2019,Marin,67.0
2019,Calaveras,67.0
2019,Monterey,66.0
2019,Placer,65.0
2019,Napa,64.0
2019,Glenn,63.0
2019,Tehama,63.0
2019,San Mateo,62.0
2019,Santa Clara,60.0
2019,Butte,58.0
2019,Contra Costa,58.0
2019,Lassen,55.0
2019,Riverside,55.0
2019,Lake,53.0
2019,San Luis Obispo,52.0
2019,San Diego,52.0
2019,San Diego,50.0
2019,Contra Costa,50.0
2019,Sacramento,50.0
2019,Napa,50.0
2019,Butte,50.0
2019,Santa Clara,47.0
2019,Tulare,47.0
2019,Shasta,46.0
2019,Tehama,46.0
2019,Riverside,45.0
2019,San Joaquin,44.0
2019,Monterey,43.0
2019,Los Angeles,42.0
2019,Shasta,42.0
2019,Yuba,38.0
2019,Santa Clara,35.0
2019,El Dorado,35.0
2019,Siskiyou,35.0
2019,Santa Clara,35.0
2019,Riverside,34.0
2019,Riverside,34.0
2019,Yolo,33.0
2019,Tulare,33.0
2019,San Luis Obispo,30.0
2019,Solano,30.0
2019,Shasta,30.0
2019,Shasta,30.0
2019,Alameda,30.0
2019,Riverside,30.0
2019,Humboldt,30.0
2019,Santa Clara,29.0
2019,Kern,29.0
2019,Lake,28.0
2019,San Diego,28.0
2019,Placer,27.0
2019,Riverside,26.0
2019,Lake,25.0
2019,Fresno,25.0
2019,Mexico,25.0
2019,San Diego,25.0
2019,Alameda,25.0
2019,Tulare,25.0
2019,Contra Costa,24.0
2019,Solano,24.0
2019,Contra Costa,23.0
2019,San Diego,22.0
2019,Tuolumne,21.0
2019,Colusa,20.0
2019,Riverside,20.0
2019,Lake,20.0
2019,Riverside,20.0
2019,Riverside,20.0
2019,Riverside,19.0
2019,Riverside,19.0
2019,Alameda,19.0
2019,Stanislaus,18.0
2019,San Benito,17.0
2019,Santa Clara,17.0
2019,Butte,17.0
2019,Siskiyou,17.0
2019,Shasta,16.0
2019,El Dorado,16.0
2019,Siskiyou,15.0
2019,San Bernardino,15.0
2019,San Diego,15.0
2019,El Dorado,13.0
2019,Alameda,12.0
2019,Butte,12.0
2019,San Bernardino,11.0
2019,Tehama,11.0
2019,Stanislaus,11.0
2019,Alameda,11.0
2019,San Diego,10.0
2019,Tehama,10.0
2019,Amador,10.0
2019,Riverside,10.0
2019,Butte,10.0
2019,Siskiyou,10.0
2019,Butte,10.0
2019,Riverside,9.0
2019,Nevada,2.0
2019,Yolo,
2019,San Diego,
2019,Riverside,
